ID,Name,Rating,Price,SkillsMoves,WeakFoot,Pace,Shooting,Passing,Dribbling,Defending,Phyiscality,Popularity,BaseStats,InGameStats,Revision,Position,WorkRate,Height,Club,Country,League,NationPic,ClubPic,PlayerPic
193,Gervais Yao Kouassi,87,0,3,3,97,87,81,93,39,71,65kg),1828,468,2193,Flashback SBC,LW,H\L,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/108.png,https://cdn.futbin.com/content/fifa20/img/clubs/50.png,https://cdn.futbin.com/content/fifa20/img/players/p84056813.png?v=22
194,Jamie Vardy,87,90K,3,3,92,88,73,83,60,80,74kg),52,476,2272,TOTW Moments,ST,H\H,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/95.png,https://cdn.futbin.com/content/fifa20/img/players/p134426558.png?v=22
195,Nick Pope,87,69.7K,5,3,87,88,85,87,58,88,76kg),3021,493,-,FUT Birthday SBC,GK,M\M,"200cm|6'7""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/1796.png,https://cdn.futbin.com/content/fifa20/img/players/p84089921.png?v=22
196,Andriy Shevchenko,86,279K,3,4,88,90,67,85,32,71,70kg),746,433,2102,Icon,ST,H\H,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/49.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/239419.png?v=22
197,Ruud Gullit,86,729K,3,5,80,80,86,82,83,78,91kg),605,489,2375,Icon,CM,M\M,"191cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/238433.png?v=22
198,Michael Owen,86,128K,3,4,84,86,67,85,35,64,70kg),229,421,2059,Icon,ST,M\M,"173cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/239083.png?v=22
199,Patrick Vieira,86,1.1M,3,3,81,75,80,79,86,89,83kg),515,490,2320,Icon,CM,M\M,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/238426.png?v=22
200,Roberto Carlos,86,585K,3,2,92,80,79,81,81,78,67kg),1832,491,2363,Icon,LB,H\M,"168cm|5'6""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/237071.png?v=22
201,Peter Schmeichel,86,130K,1,3,85,81,82,89,52,81,90kg),165,470,1077,Icon,GK,M\M,"193cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/13.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/238429.png?v=22
202,Frank Rijkaard,86,219K,3,4,70,67,77,75,86,81,87kg),1009,456,2149,Icon,CDM,L\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/239422.png?v=22
203,Henrik Larsson,86,168K,3,4,86,86,74,84,46,72,75kg),474,448,2207,Icon,ST,H\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/46.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/239262.png?v=22
204,Marc Overmars,86,131K,3,5,88,78,79,87,48,65,72kg),309,445,2130,Icon,LW,M\M,"173cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/238442.png?v=22
205,Carles Puyol Saforcada,86,249K,2,3,76,45,68,58,88,89,80kg),217,424,1998,Icon,RB,M\H,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/13038.png?v=22
206,Patrick Kluivert,86,160K,4,4,87,83,77,81,37,76,78kg),401,441,2122,Icon,ST,H\L,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/5680.png?v=22
207,Leonardo Bonucci,86,32K,2,4,58,58,69,71,87,79,85kg),1,422,2042,Normal,CB,L\H,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/184344.png?v=22
208,Miralem Pjanic,86,29K,3,4,68,68,87,85,75,67,72kg),70,450,2228,Normal,CM,M\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/8.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/180206.png?v=22
209,Wojciech Szczesny,86,29.75K,1,3,85,82,73,88,49,86,90kg),213,463,966,Normal,GK,M\M,"195cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/37.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/186153.png?v=22
210,Leroy Sané,86,37K,4,3,95,81,79,86,38,70,75kg),2051,449,2131,Normal,LW,H\M,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/222492.png?v=22
211,Coutinho,86,29.75K,5,4,79,80,84,90,52,64,68kg),874,449,2178,Normal,LW,H\M,"172cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/189242.png?v=22
212,Ivan Rakitic,86,28.75K,3,4,62,81,86,81,74,70,78kg),97,454,2202,Normal,CM,M\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/10.png,https://cdn.futbin.com/content/fifa20/img/clubs/241.png,https://cdn.futbin.com/content/fifa20/img/players/168651.png?v=22
213,Samuel Umtiti,86,35.5K,2,3,69,63,69,70,86,82,75kg),950,439,2115,Normal,CB,M\H,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/241.png,https://cdn.futbin.com/content/fifa20/img/players/205600.png?v=22
214,Thomas Müller,86,28.5K,3,4,72,83,79,78,55,71,75kg),102,438,2136,Normal,CAM,H\H,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/189596.png?v=22
215,Joshua Kimmich,86,36K,3,4,72,69,86,84,79,78,73kg),431,468,2266,Normal,RB,H\L,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/212622.png?v=22
216,Roberto Firmino,86,29.25K,5,4,77,82,80,87,61,78,76kg),2152,465,2231,Normal,CF,H\H,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/201942.png?v=22
217,Alexandre Lacazette,86,34.75K,4,4,82,85,75,86,40,74,73kg),3589,442,2143,Normal,ST,H\H,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/1.png,https://cdn.futbin.com/content/fifa20/img/players/193301.png?v=22
218,Isco,86,30.75K,4,3,71,77,83,90,59,60,79kg),259,440,2140,Normal,CAM,M\L,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/197781.png?v=22
219,Marco Verratti,86,28.5K,4,4,65,60,84,90,79,66,60kg),104,444,2190,Normal,CM,M\H,"165cm|5'5""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/199556.png?v=22
220,Marquinhos,86,33.5K,3,3,74,41,73,71,86,77,75kg),661,422,2002,Normal,CB,M\H,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/207865.png?v=22
221,Ángel Di María,86,44K,5,2,84,79,84,87,48,68,69kg),183,450,2191,Normal,RW,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/183898.png?v=22
222,Ciro Immobile,86,28.5K,3,4,80,85,63,81,39,76,85kg),578,424,2028,Normal,ST,H\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/46.png,https://cdn.futbin.com/content/fifa20/img/players/192387.png?v=22
223,Milan Škriniar,86,31.5K,2,4,69,41,59,66,87,82,80kg),241,404,1843,Normal,CB,M\H,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/43.png,https://cdn.futbin.com/content/fifa20/img/clubs/44.png,https://cdn.futbin.com/content/fifa20/img/players/232363.png?v=22
224,Parejo,86,29.25K,3,4,41,80,88,79,70,69,74kg),128,427,2150,Normal,CM,M\M,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/189513.png?v=22
225,Hidetoshi Nakata,86,117K,4,4,82,81,85,85,64,66,72kg),286,463,2270,Icon,CAM,M\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/163.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/13383.png?v=22
226,Juan Sebastián Verón,86,173K,3,4,70,80,85,81,74,79,80kg),244,469,2280,Icon,CM,M\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/237603.png?v=22
227,Fernando Hierro Ruiz,86,320K,2,3,75,65,73,71,87,82,83kg),1818,453,2210,Icon,CB,M\H,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/239067.png?v=22
228,Christian Vieri,86,114K,3,4,84,86,70,80,37,81,79kg),264,438,2076,Icon,ST,H\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/239518.png?v=22
229,Ruud van Nistelrooy,86,109K,3,3,78,86,70,78,40,75,80kg),70,427,2077,Icon,ST,M\L,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/239533.png?v=22
230,Pavel Nedvěd,86,304K,4,5,90,82,84,87,46,77,70kg),598,466,2235,Icon,LM,H\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/12.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/239535.png?v=22
231,Roy Keane,86,184K,2,3,66,70,81,77,88,87,76kg),299,469,2267,Icon,CM,M\H,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/25.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/239601.png?v=22
232,David Trezeguet,86,131K,4,4,84,86,66,77,40,75,75kg),122,428,1992,Icon,ST,M\L,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/242861.png?v=22
233,Frank Lampard,86,183K,3,4,75,86,85,82,70,76,89kg),405,474,2283,Icon,CM,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/242929.png?v=22
234,Steven Gerrard,86,279K,3,3,70,85,88,78,80,81,84kg),292,482,2347,Icon,CDM,M\M,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/242932.png?v=22
235,Raúl González Blanco,86,162K,4,4,77,85,80,86,50,71,70kg),363,449,2207,Icon,CF,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/242940.png?v=22
236,Michael Ballack,86,369K,4,4,72,86,86,78,80,83,86kg),1003,485,2353,Icon,CM,M\H,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/243783.png?v=22
237,Gianluca Zambrotta,86,605K,4,5,91,72,82,84,82,84,75kg),1495,495,2325,Icon,RWB,H\M,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/250889.png?v=22
238,John Barnes,86,195K,4,4,82,83,86,87,61,84,79kg),548,483,2276,Icon,CAM,M\M,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/247517.png?v=22
239,Frenkie de Jong,86,54K,4,3,80,66,86,89,77,77,74kg),1377,475,2244,IF,CM,M\H,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/241.png,https://cdn.futbin.com/content/fifa20/img/players/p84114782.png?v=22
240,Zlatan Ibrahimovic,86,41.5K,5,4,57,89,79,80,35,79,95kg),336,419,2070,IF,ST,M\L,"195cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/46.png,https://cdn.futbin.com/content/fifa20/img/clubs/697.png,https://cdn.futbin.com/content/fifa20/img/players/41236.png?v=22
241,Josef Martínez,86,115.6K,3,4,93,85,72,85,29,79,69kg),18,443,2134,MLS POTM,ST,H\M,"170cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/61.png,https://cdn.futbin.com/content/fifa20/img/clubs/112885.png,https://cdn.futbin.com/content/fifa20/img/players/207877.png?v=22
242,Pablo Sarabia,86,33K,4,4,79,81,86,87,60,61,70kg),331,454,2149,OTW,CAM,H\M,"174cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/198950.png?v=22
243,Harry Maguire,86,45K,2,3,54,60,72,77,86,88,100kg),79,437,2080,OTW,CB,H\H,"194cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/11.png,https://cdn.futbin.com/content/fifa20/img/players/p50534911.png?v=22
244,Thorgan Hazard,86,33K,4,4,86,84,85,90,50,68,71kg),562,463,2233,OTW,RM,H\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/22.png,https://cdn.futbin.com/content/fifa20/img/players/p50535134.png?v=22
245,Kai Havertz,86,48.75K,4,4,86,81,82,85,46,67,83kg),1759,447,2108,IF,CAM,M\M,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/32.png,https://cdn.futbin.com/content/fifa20/img/players/p67344654.png?v=22
246,Wilfred Ndidi,86,41.5K,3,4,75,70,72,77,88,86,74kg),2252,468,2241,IF,CDM,M\H,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/133.png,https://cdn.futbin.com/content/fifa20/img/clubs/95.png,https://cdn.futbin.com/content/fifa20/img/players/p50558438.png?v=22
247,Riyad Mahrez,86,45.75K,5,4,86,81,82,90,40,61,67kg),1163,440,2100,IF,RW,M\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/97.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/p67313349.png?v=22
248,Alejandro Gómez,86,52K,4,4,90,80,83,87,40,56,68kg),760,436,2099,IF,CAM,H\M,"165cm|5'5""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/39.png,https://cdn.futbin.com/content/fifa20/img/players/p67251940.png?v=22
249,Łukasz Piszczek,86,65.85K,2,4,83,74,83,83,86,84,79kg),1530,493,2349,Flashback SBC,RB,M\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/37.png,https://cdn.futbin.com/content/fifa20/img/clubs/22.png,https://cdn.futbin.com/content/fifa20/img/players/p67282635.png?v=22
250,Carlos Vela,86,29.85K,4,2,83,87,82,88,34,70,77kg),1498,444,2136,MLS POTM,ST,H\L,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/83.png,https://cdn.futbin.com/content/fifa20/img/clubs/112996.png,https://cdn.futbin.com/content/fifa20/img/players/p50501064.png?v=22
251,Ilkay Gündogan,86,45K,4,4,68,77,86,86,74,73,80kg),261,464,2251,IF,CM,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/186942.png?v=22
252,Georginio Wijnaldum,86,60K,4,3,79,76,80,86,79,80,69kg),3547,480,2300,IF,CM,H\H,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/181291.png?v=22
253,James Milner,86,64.7K,3,4,70,80,84,80,80,80,70kg),752,474,2329,Halloween SBC,CM,H\H,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/p67247276.png?v=22
254,Alessio Romagnoli,86,70K,2,3,81,42,82,68,87,81,78kg),2160,441,1962,Halloween,CB,M\H,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/47.png,https://cdn.futbin.com/content/fifa20/img/players/p50542061.png?v=22
255,William Carvalho,86,32.75K,3,4,75,84,79,77,81,88,83kg),1431,484,2263,Halloween,CDM,M\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/449.png,https://cdn.futbin.com/content/fifa20/img/players/p50539214.png?v=22
256,Hulk,86,132.6K,4,3,88,87,86,82,49,88,92kg),1863,480,2231,Halloween SBC,RM,H\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112540.png,https://cdn.futbin.com/content/fifa20/img/players/p50521010.png?v=22
257,Ivan Rakitic,86,29K,3,4,62,81,86,81,74,70,78kg),18,454,2202,CL,CM,M\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/10.png,https://cdn.futbin.com/content/fifa20/img/clubs/241.png,https://cdn.futbin.com/content/fifa20/img/players/168651.png?v=22
258,Miralem Pjanic,86,0,3,4,68,68,87,85,75,67,72kg),30,450,2228,CL,CM,M\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/8.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/180206.png?v=22
259,Ángel Di María,86,44.5K,5,2,84,79,84,87,48,68,69kg),29,450,2191,CL,RW,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/183898.png?v=22
260,Leonardo Bonucci,86,33K,2,4,58,58,69,71,87,79,85kg),1,422,2042,CL,CB,L\H,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/184344.png?v=22
261,Wojciech Szczesny,86,29.25K,1,3,85,82,73,88,49,86,90kg),27,463,-,CL,GK,M\M,"195cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/37.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/186153.png?v=22
262,Parejo,86,29.25K,3,4,41,80,88,79,70,69,74kg),36,427,2150,CL,CM,M\M,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/189513.png?v=22
263,Thomas Müller,86,29K,3,4,72,83,79,78,55,71,75kg),14,438,2136,CL,CAM,H\H,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/189596.png?v=22
264,Isco,86,30K,4,3,71,77,83,90,59,60,79kg),20,440,2140,CL,CAM,M\L,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/197781.png?v=22
265,Marco Verratti,86,28.75K,4,4,65,60,84,90,79,66,60kg),6,444,2190,CL,CM,M\H,"165cm|5'5""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/199556.png?v=22
266,Roberto Firmino,86,29.75K,5,4,77,82,80,87,61,78,76kg),87,465,2231,CL,CF,H\H,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/201942.png?v=22
267,Samuel Umtiti,86,36K,2,3,69,63,69,70,86,82,75kg),31,439,2115,CL,CB,M\H,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/241.png,https://cdn.futbin.com/content/fifa20/img/players/205600.png?v=22
